100000 100000
1 11880 17642
1 3697 15074
1 18929 4433
1 2168 31328
1 8446 28883
1 19517 22385
1 8941 26849
1 3773 9006
1 19522 29828
1 19762 23288
1 1446 30540
1 17464 21262
1 29744 23690
1 25134 28510
1 7908 14014
1 14559 24220
1 3449 29523
1 12897 2962
1 17504 30346
1 3390 14519
1 16897 13237
1 25554 31234
1 24904 5541
1 17140 256
1 17760 19301
1 5081 28453
1 12990 19753
1 23860 8800
1 31074 11649
1 8098 12273
1 21593 2770
1 20806 383
1 25223 13575
1 15536 18533
1 7331 23428
1 18180 15182
1 27779 22363
1 24920 20993
1 18842 26051
1 10589 29566
1 32447 26310
1 32066 19017
1 32047 29753
1 1749 13062
1 24790 25841
1 492 31046
1 2506 4148
1 16899 22177
1 28441 25966
1 15142 26629
1 3780 11301
1 4626 3405
1 7947 47
1 30615 26389
1 25835 24099
1 21312 26317
1 21478 21517
1 310 9485
1 23298 10854
1 10082 29224
1 788 6467
1 26066 21764
1 16958 24012
1 26206 27689
1 10423 17392
1 3979 25879
1 19146 30807
1 24239 32221
1 3106 13976
1 11606 17639
1 12356 10157
1 26085 2840
1 21597 1188
1 27517 15385
1 13886 20886
1 14626 4336
1 27813 17629
1 31773 20692
1 29886 11906
1 11678 5183
1 14569 29685
1 28582 15942
1 29886 29697
1 12580 8230
1 6734 26366
1 23903 31519
1 7340 3913
1 6803 21637
1 17325 19953
1 23519 20500
1 27883 28595
1 19038 1156
1 24080 17961
1 18837 32349
1 3153 24894
1 6925 25869
1 32056 31973
1 25920 30263
1 9383 30475
1 8634 19279
1 25626 25033
1 13944 7524
1 3884 1503
1 16020 31548
1 6493 26974
1 17956 9638
1 20754 11940
1 32095 1548
1 19421 24461
1 9985 29512
1 26623 30952
1 17905 14520
1 1835 18984
1 20001 5013
1 26253 32092
1 23734 6784
1 14347 23394
1 15210 17246
1 24779 8279
1 13102 31590
1 245 29777
1 29203 1400
1 10426 23633
1 2154 4785
1 24213 14195
1 16682 18748
1 23248 7272
1 22931 11627
1 7243 11046
1 23569 8454
1 14969 9950
1 8803 27875
1 6315 27695
1 17148 2230
1 24209 6041
1 28074 5419
1 23037 28724
1 31605 15410
1 11755 27298
1 13770 27546
1 29375 22594
1 6361 7650
1 11213 5798
1 5435 9548
1 13854 21320
1 5336 11570
1 5233 14200
1 18184 26013
1 15489 4249
1 30712 3348
1 18822 18573
1 30544 19634
1 14334 17006
1 21010 6780
1 3757 28543
1 25541 5617
1 6371 12386
1 724 4834
1 5629 22155
1 19505 18051
1 558 23028
1 21053 19139
1 23680 5906
1 13036 27609
1 3605 10505
1 22820 29727
1 22195 13340
1 28007 27172
1 25216 13415
1 14770 29948
1 27913 9424
1 1189 23259
1 5513 4667
1 10211 19939
1 18537 28413
1 26044 31545
1 25091 14995
1 16906 4190
1 28331 20885
1 25176 10941
1 11248 31205
1 14666 25984
1 12063 32556
1 313 31144
1 21769 29575
1 18973 9309
1 24326 26749
1 7856 18306
1 24890 13365
1 1232 30861
1 26135 5861
1 23845 29078
1 27427 21646
1 26117 6317
1 6908 5863
1 26004 4465
1 26777 11158
1 16176 3295
1 28626 29350
1 30732 19303
1 16163 4406
1 28442 1349
1 28333 15470
1 19503 11534
1 10365 12472
1 27234 16521
1 1553 10540
1 16821 7105
1 26392 27467
1 5111 600
1 9594 15089
1 24808 21278
1 19096 19077
1 26015 6626
1 10709 31603
1 11049 29577
1 1109 732
1 26739 30813
1 6661 18060
1 15209 8359
1 19419 1580
1 32096 22399
1 13151 9400
1 14001 12259
1 21354 9780
1 30119 28679
1 17965 13723
1 3228 26348
1 3190 18201
1 31582 16436
1 25135 10873
1 2008 18997
1 15399 8673
1 18926 25164
1 21270 20669
1 11944 31603
1 24539 5881
1 13971 29462
1 27911 11379
1 29540 10275
1 24991 4272
1 2271 2145
1 10526 8910
1 13559 2050
1 7354 30137
1 9015 14203
1 4584 13474
1 3936 27539
1 12834 11181
1 31572 11194
1 32744 18666
1 31794 23197
1 11525 10631
1 25283 19703
1 9747 1860
1 17173 17066
1 30529 6694
1 8037 30222
1 28244 17008
1 14914 13705
1 7660 3791
1 21488 15200
1 9737 29397
1 22283 14284
1 26061 16808
1 14444 16721
1 31364 16636
1 3665 8011
1 12257 26686
1 8887 8906
1 17802 8210
1 1291 415
1 11736 5632
1 24322 26551
1 10711 30826
1 4294 12968
1 26261 11970
1 22610 2954
1 32665 25082
1 2079 21256
1 2737 26939
1 4352 5046
1 4337 28377
1 25418 28326
1 6392 24967
1 27449 13878
1 9845 1479
1 11407 11051
1 21226 15269
1 16766 4100
1 25520 19621
1 16584 1672
1 316 22010
1 20261 27554
1 29600 8952
1 24549 9582
1 2132 3020
1 26838 6036
1 1335 11371
1 3432 12757
1 19665 1992
1 1295 19683
1 6107 27466
1 16617 18806
1 26625 9853
1 5281 9628
1 6118 27400
1 26259 31824
1 11369 26847
1 11057 9039
1 19239 31417
1 12197 23335
1 31296 30405
1 30648 17809
1 3423 30616
1 13042 5632
1 25588 12650
1 3330 12410
1 23748 10115
1 23905 10919
1 8868 22000
1 31283 25384
1 13953 9082
1 12910 9001
1 23204 12249
1 13117 32314
1 17204 21028
1 23719 25690
1 12285 23436
1 18796 6741
1 21359 29258
1 3631 3153
1 10986 6358
1 29658 11939
1 11321 13658
1 12607 24807
1 27740 11622
1 26619 1871
1 9098 27109
1 26784 20027
1 12918 22352
1 531 19466
1 3282 13857
1 24626 30000
1 11537 20363
1 15802 5769
1 30066 25192
1 28008 18926
1 8762 23667
1 32351 6405
1 12608 13239
1 32714 16989
1 25263 29767
1 10178 21690
1 14088 22064
1 24946 5293
1 3686 28588
1 1657 24680
1 19718 22424
1 18319 1489
1 10502 19496
1 2156 16085
1 1389 12762
1 13030 18431
1 32364 32424
1 17753 17737
1 2788 25986
1 8267 26930
1 22311 22011
1 22352 4624
1 15619 9283
1 2348 20904
1 31997 27989
1 824 4860
1 7386 2929
1 13319 21092
1 3940 11981
1 12616 7136
1 2410 28296
1 21742 17325
1 10249 26079
1 13711 3350
1 19498 12707
1 32266 13197
1 20300 25066
1 26733 2554
1 30084 13318
1 24598 9299
1 16577 10419
1 3864 16237
1 2389 19092
1 23264 23314
1 32689 14561
1 5144 14931
1 31600 19034
1 24011 15903
1 15256 23679
1 4042 19989
1 31772 8962
1 6223 17303
1 1189 2941
1 8417 2848
1 5265 2401
1 31351 28631
1 20540 24110
1 5344 17764
1 4991 12778
1 1378 25602
1 19831 4044
1 24738 10965
1 18824 6968
1 27587 31871
1 2465 4336
1 26834 27118
1 5569 26760
1 610 32631
1 25786 10778
1 6771 26665
1 16949 19516
1 153 23387
1 22006 11823
1 21338 2184
1 12385 601
1 4311 30045
1 61 15605
1 6831 527
1 21945 23306
1 12576 2034
1 5804 5529
1 10607 17992
1 2081 21787
1 25482 4438
1 4371 31019
1 17133 30654
1 6773 18559
1 11970 21000
1 12406 7452
1 23884 28802
1 18690 8394
1 28293 23370
1 21388 11718
1 6662 22697
1 30219 10168
1 29736 11682
1 6978 24804
1 3689 19659
1 13893 24484
1 30481 26460
1 24377 6166
1 23573 5254
1 11611 28178
1 21819 774
1 29252 4959
1 6527 26873
1 14955 5670
1 9141 9714
1 14059 13222
1 2673 19274
1 29830 17194
1 3876 32439
1 1002 19768
1 10375 27424
1 30516 8972
1 3133 13232
1 22707 2629
1 31668 7466
1 32494 20701
1 22604 24956
1 25064 23902
1 17083 24982
1 21922 3923
1 18864 10620
1 19938 1021
1 27574 31386
1 3891 4936
1 28763 20569
1 28973 6397
1 23698 4847
1 5622 24121
1 1623 27771
1 15113 14110
1 2961 29777
1 1846 10440
1 12348 9362
1 31210 11139
1 26567 19969
1 24497 23867
1 3515 32273
1 28665 14388
1 4510 2883
1 30745 8699
1 6679 15278
1 14226 26268
1 25427 14815
1 20884 29717
1 23718 19428
1 30660 27147
1 18806 164
1 12860 20924
1 26965 18290
1 26835 4661
1 27501 9697
1 4511 29892
1 12577 32729
1 10425 19889
1 9201 9706
1 21824 7465
1 8862 7649
1 24481 15483
1 18831 22937
1 23829 27527
1 6772 20500
1 13419 21106
1 18217 11466
1 24583 19359
1 9181 2369
1 4395 2523
1 1139 25822
1 6261 28376
1 2344 20219
1 14249 9693
1 7799 30522
1 16561 22203
1 13370 6168
1 9698 1283
1 28689 28613
1 24449 28534
1 24327 15155
1 19078 957
1 27251 26476
1 25759 14939
1 5149 27946
1 2424 28383
1 15778 2721
1 5434 2142
1 32538 20384
1 4178 1568
1 20727 12248
1 18547 17562
1 3376 3963
1 31454 3740
1 2976 32266
1 29665 20172
1 23977 4968
1 18333 30035
1 27932 9010
1 2061 26070
1 605 14931
1 7236 424
1 30146 6866
1 7414 8766
1 4157 10735
1 23098 6115
1 24379 1135
1 28302 172
1 32715 11572
1 796 2991
1 9475 2576
1 10556 31856
1 23967 8923
1 27961 668
1 23788 22211
1 1624 14842
1 19173 31716
1 18454 26270
1 24475 7449
1 14514 16736
1 19930 18961
1 28907 26764
1 16649 11685
1 10507 18651
1 29266 24168
1 5924 4770
1 6403 7552
1 666 3914
1 14900 30645
1 12513 27392
1 7083 31944
1 3976 18093
1 24060 262
1 16247 9769
1 500 7452
1 25973 3756
1 23864 24621
1 25581 27013
1 16938 26658
1 25073 32526
1 24332 21570
1 17279 7647
1 6248 17922
1 30467 16962
1 25263 25630
1 15390 20967
1 24352 5096
1 18342 16345
1 16363 23776
1 26862 11441
1 14231 10886
1 5191 22282
1 30625 24684
1 30406 28724
1 614 29839
1 30536 10541
1 21570 999
1 18612 3020
1 10234 5437
1 29056 29760
1 23127 32317
1 27767 16057
1 12564 7884
1 18105 32101
1 2299 26268
1 24323 19102
1 12106 22781
1 10800 2914
1 27227 758
1 8448 13827
1 30084 6036
1 15129 28959
1 29757 9858
1 6987 7891
1 8320 8410
1 20760 10284
1 14454 8251
1 21364 7390
1 28495 9244
1 6345 31545
1 25969 14687
1 28734 13400
1 27606 16425
1 57 16540
1 5807 17394
1 3618 22617
1 25422 6616
1 29547 9422
1 30018 14649
1 25549 32091
1 11972 640
1 26836 1262
1 10322 26687
1 13981 15295
1 19353 11903
1 15839 22845
1 5528 13396
1 7976 583
1 17411 31668
1 25449 12192
1 29157 25480
1 7605 22685
1 26506 18436
1 23110 13857
1 8604 32052
1 32449 12747
1 21388 22488
1 32698 21870
1 26931 14450
1 3963 20162
1 19386 19613
1 10753 23385
1 28087 31392
1 8776 12500
1 25240 11075
1 5321 13654
1 1349 26082
1 25408 7225
1 29185 29375
1 7602 15104
1 22417 30620
1 31919 10893
1 25505 17034
1 20693 2197
1 20067 14076
1 2965 27984
1 18809 4383
1 17722 26997
1 22037 29550
1 25638 8293
1 18015 29313
1 18783 21158
1 28183 4901
1 9803 27796
1 18043 28338
1 24504 27987
1 2411 29081
1 8735 14856
1 1995 26685
1 2858 12617
1 16169 19972
1 3187 4818
1 29343 4781
1 27535 3961
1 19195 18916
1 843 5476
1 16926 30995
1 10805 11385
1 23970 30588
1 25183 30486
1 31936 5253
1 13919 11010
1 15728 30802
1 26522 5796
1 15569 29337
1 20931 1651
1 14028 11186
1 10142 7854
1 18676 27630
1 27914 32077
1 23729 27946
1 21054 14391
1 31902 27300
1 21587 2997
1 6447 25357
1 18179 19751
1 151 16607
1 11184 30198
1 3561 23792
1 31143 23241
1 21373 3912
1 15271 25340
1 17557 16943
1 9885 21582
1 8768 15243
1 3506 1753
1 12159 4201
1 22407 5448
1 28839 30426
1 22719 23876
1 31238 27136
1 14271 25647
1 4553 21608
1 15793 29717
1 10525 13466
1 14543 1247
1 28821 28655
1 21470 17866
1 3020 18339
1 1784 23320
1 10315 9259
1 1423 9222
1 31661 10953
1 19887 7421
1 27905 20829
1 15491 12812
1 28015 25726
1 19483 5526
1 17439 13257
1 24172 28488
1 20822 22649
1 14745 30542
1 3298 19001
1 6513 20935
1 17337 13878
1 31288 15990
1 22749 19575
1 170 28858
1 3458 30577
1 9021 9152
1 5235 12758
1 30887 16119
1 29874 28335
1 20384 7876
1 32606 18346
1 29673 21880
1 23770 26037
1 17549 30847
1 29996 22475
1 32615 19929
1 14243 19470
1 26084 28111
1 1469 24343
1 7946 11486
1 17735 30090
1 31417 25080
1 24006 21485
1 31281 23788
1 9494 26810
1 16853 8482
1 32593 31922
1 22575 14475
1 13811 15733
1 22067 13016
1 19003 22096
1 27848 9450
1 18132 2902
1 25476 15498
1 21684 2738
1 29879 15451
1 5957 26683
1 10924 29708
1 5058 30537
1 8747 2258
1 10212 30407
1 22082 8726
1 21439 17290
1 22854 20075
1 23270 1249
1 7956 13506
1 214 1902
1 15516 26081
1 25746 14900
1 16545 25105
1 16266 496
1 2490 10007
1 3009 22189
1 15773 23142
1 21807 24467
1 17820 25491
1 14949 256
1 29808 2825
1 24687 4314
1 14646 28926
1 24062 9507
1 951 28838
1 25031 12493
1 15852 17318
1 6182 25296
1 32450 31179
1 5127 31611
1 23066 6396
1 16134 3079
1 29204 31085
1 5333 21618
1 11661 12822
1 11742 13195
1 14310 10596
1 23850 23881
1 11783 7726
1 25986 19296
1 7332 15594
1 2516 7190
1 13247 5409
1 31960 21331
1 21359 800
1 29682 12792
1 21983 25073
1 24923 6002
1 15001 6537
1 6524 8591
1 5893 23875
1 26522 32400
1 28716 11917
1 21944 9599
1 25026 30689
1 11193 26819
1 13924 21496
1 27078 5873
1 21790 21818
1 16879 7653
1 10288 24952
1 21781 25618
1 24850 30173
1 14087 19478
1 15797 26402
1 32235 5777
1 13068 29186
1 24800 5688
1 8395 12270
1 10721 27173
1 29295 17409
1 32492 12913
1 20862 21558
1 18020 29445
1 19728 8921
1 10933 6317
1 6798 23611
1 310 21615
1 21434 27818
1 6227 16666
1 21999 29344
1 12523 1825
1 9898 8507
1 9975 29354
1 330 9965
1 3437 12259
1 29204 27765
1 16740 8597
1 8826 16398
1 14456 1531
1 15005 16614
1 3696 24020
1 31760 7889
1 5662 18871
1 31199 575
1 29063 20903
1 4560 12396
1 30020 19175
1 2792 16342
1 23336 20495
1 32049 28916
1 2083 32608
1 26299 32549
1 26982 29525
1 4577 32231
1 11464 10618
1 12493 5705
1 22633 19329
1 21055 14499
1 1429 3731
1 5001 5764
1 17131 7396
1 13279 30956
1 25022 15754
1 27853 18107
1 12987 11919
1 13321 20330
1 30156 25925
1 19051 11769
1 317 10457
1 15418 22568
1 25630 15147
1 13993 11754
1 2024 989
1 22177 7447
1 5475 29099
1 21697 11617
1 8390 1530
1 12964 2185
1 24864 16051
1 19810 21203
1 30456 21073
1 31065 26551
1 1584 29241
1 2861 20185
1 10032 1866
1 29197 32059
1 29504 7350
1 18232 14001
1 12340 27920
1 30400 9110
1 24399 17830
1 25998 28350
1 13154 13328
1 14503 32683
1 12852 12809
1 8622 9476
1 1318 17278
1 21673 17218
1 15639 15077
1 2824 23469
1 3462 6096
1 14307 32647
1 17142 13250
1 20867 903
1 30871 12609
1 21540 1929
1 20770 24876
1 25081 9859
1 14085 4687
1 9329 25275
1 26560 32565
1 21177 8759
1 20111 20029
1 386 20341
1 29257 22512
1 8196 29277
1 31368 10130
1 17986 21876
1 4106 27127
1 14480 2898
1 7255 16025
1 17491 26710
1 11428 7911
1 23049 17560
1 31736 20447
1 2185 6687
1 26765 4574
1 15755 21333
1 22649 695
1 28522 23991
1 20877 26115
1 5161 21713
1 18558 18361
1 2485 22890
1 27458 11519
1 21353 26876
1 27325 18239
1 20695 18791
1 1949 23932
1 20934 23781
1 26243 24551
1 11127 29249
1 28515 22957
1 13101 25924
1 15405 13588
1 16875 9073
1 23213 1478
1 9600 26866
1 26032 19820
1 8897 18897
1 14696 28287
1 27926 23403
1 18193 16731
1 14136 4642
1 19413 32662
1 16696 10067
1 28397 31119
1 1988 7048
1 2826 19018
1 30886 10478
1 9971 32123
1 20621 14857
1 24943 23520
1 1552 14502
1 21605 20948
1 26096 18705
1 13122 9250
1 17565 17801
1 10395 26391
1 26876 3569
1 14100 27611
1 5224 32712
1 8576 6145
1 19447 10843
1 7753 23388
1 18174 4921
1 23058 14356
1 9943 7912
1 3484 4346
1 23521 29142
1 10982 12825
1 23497 23954
1 26009 18317
1 3336 11836
1 6818 13977
1 2989 27707
1 23329 3315
1 11101 26157
1 7810 31330
1 23192 5924
1 24553 2187
1 19261 15631
1 10964 1288
1 1105 13174
1 23292 20923
1 16636 26219
1 4988 3938
1 16596 29117
1 12596 22123
1 27999 16494
1 15472 29193
1 30930 16487
1 7621 20871
1 23071 32363
1 6716 9181
1 18991 15946
1 23219 20865
1 9836 25431
1 639 18559
1 23683 15643
1 6486 20172
1 17256 3147
