100000 100000
1 5536 20451
1 11174 10467
1 12045 21660
1 26293 26440
1 17254 20025
1 26155 29511
1 4746 20650
1 13187 8314
1 4475 28023
1 2169 14019
1 18788 9906
1 17959 7392
1 10203 3626
1 26478 4415
1 9315 25825
1 29335 25875
1 24373 20160
1 11834 28071
1 7488 28298
1 7519 8178
1 17774 32271
1 1764 2669
1 17193 13986
1 3103 8481
1 29214 7628
1 4803 4100
1 30528 2626
1 1544 1925
1 11024 29973
1 13062 14182
1 31004 27433
1 17506 27594
1 22726 13032
1 8493 143
1 17223 31287
1 13065 7901
1 19188 8361
1 22414 30975
1 14271 29171
1 236 30834
1 19712 25761
1 18897 4668
1 7286 12551
1 141 13695
1 2696 21625
1 28020 2126
1 26577 21695
1 22659 26303
1 17372 22467
1 4679 22594
1 23852 25485
1 1019 28465
1 21120 23153
1 2801 18088
1 31061 1927
1 9011 4758
1 32171 20316
1 9577 30228
1 12044 22759
1 7165 5110
1 7883 17087
1 29566 3488
1 29578 14475
1 2626 25628
1 5630 31929
1 25424 28521
1 6903 14963
1 124 24597
1 3738 13262
1 10196 32526
1 1265 8261
1 6203 8117
1 5031 20327
1 29012 30772
1 6412 25548
1 21154 21521
1 29791 14925
1 30189 21764
1 4941 20852
1 18663 13830
1 30901 17714
1 18959 17579
1 8366 13008
1 11478 1201
1 26059 6440
1 2304 12761
1 19358 2325
1 6478 5109
1 21114 14888
1 19802 22851
1 14461 22429
1 12994 27385
1 19406 6541
1 31112 28705
1 12836 32357
1 6073 29351
1 18824 14486
1 20557 23217
1 1627 9358
1 8527 13358
1 29338 23272
1 23870 29362
1 12897 13023
1 29618 10113
1 12718 18697
1 11586 24042
1 24424 24130
1 24230 4566
1 6560 8933
1 22297 29856
1 12054 16963
1 3585 29735
1 6655 16973
1 21458 14370
1 22533 2964
1 2608 2484
1 912 11636
1 10068 22849
1 4676 12939
1 2224 22143
1 23755 6512
1 22742 20176
1 21460 17826
1 3222 17871
1 1627 31935
1 15206 31784
1 23851 17399
1 22280 22702
1 12194 12735
1 1638 26535
1 5557 1994
1 10177 25706
1 6963 10549
1 15882 301
1 14414 16642
1 19856 24856
1 13143 11463
1 27612 30878
1 20425 32679
1 1753 18444
1 28297 12674
1 10041 9314
1 876 20073
1 12819 611
1 1018 14933
1 28113 30696
1 13170 23832
1 20041 26489
1 28686 19091
1 19498 2590
1 25991 15146
1 19354 19315
1 18652 26741
1 22045 11259
1 336 8760
1 11193 7606
1 25265 12182
1 28504 3830
1 23776 20609
1 29293 5998
1 17550 29557
1 25562 31628
1 6468 29542
1 26130 31241
1 27814 29175
1 20602 6078
1 20216 8684
1 8214 23993
1 25825 5602
1 23393 15760
1 2671 26429
1 28028 4085
1 10076 18787
1 15499 24971
1 6288 23848
1 32605 504
1 21222 22664
1 5707 2364
1 9011 22172
1 27490 18241
1 12165 25543
1 7620 20914
1 7592 6705
1 31819 9233
1 751 25206
1 4976 1540
1 304 11423
1 21099 11248
1 13585 13649
1 2972 17865
1 22914 11076
1 21546 28713
1 17547 18679
1 1770 15263
1 8520 13986
1 28290 15945
1 2866 18541
1 23246 25509
1 28319 27871
1 9602 28324
1 21133 24473
1 27153 25088
1 28571 29764
1 29902 17104
1 14424 3528
1 11601 26970
1 14016 5566
1 29 21544
1 25348 2089
1 2944 12638
1 22410 26464
1 5050 4682
1 1589 11343
1 609 32061
1 21222 1759
1 29955 20889
1 14147 691
1 7950 12844
1 21431 25621
1 749 27068
1 4537 20784
1 18036 32227
1 15186 7039
1 9854 25630
1 11225 15749
1 19924 3360
1 32258 24767
1 4945 14956
1 23319 32727
1 25412 21026
1 20356 31002
1 22550 9497
1 18585 9516
1 17965 23343
1 8076 17914
1 16143 31197
1 21949 25073
1 20427 14607
1 26174 24430
1 32405 6706
1 20627 29813
1 19376 30094
1 16566 16037
1 14737 29142
1 30815 5995
1 8257 6653
1 23937 30839
1 20483 1356
1 21016 1132
1 18231 17842
1 14626 2012
1 32638 4187
1 19691 1651
1 5663 21635
1 10894 10354
1 21417 13453
1 14009 7263
1 22234 5455
1 16304 16635
1 26304 14257
1 149 11125
1 12318 4214
1 27110 24029
1 29201 21081
1 21319 16859
1 24051 24156
1 31362 15265
1 11904 3677
1 29644 26910
1 14903 3562
1 28490 24949
1 1283 13654
1 30675 2221
1 5403 6924
1 3832 19370
1 3879 20260
1 19009 22620
1 23972 30004
1 21946 9782
1 26505 12393
1 32686 25314
1 6699 5590
1 12723 5939
1 19038 6411
1 31462 6235
1 12509 9962
1 3960 6494
1 1516 25270
1 24938 28870
1 59 14701
1 13972 26265
1 15118 16216
1 24556 7816
1 18331 3040
1 30213 29289
1 28083 1955
1 16086 20711
1 24485 24775
1 8381 29816
1 25952 6542
1 18116 1680
1 17111 25899
1 23074 789
1 23978 18133
1 29957 28690
1 26114 10009
1 12942 15791
1 1724 21364
1 29 25185
1 24779 7201
1 5072 1886
1 21975 1072
1 11334 22868
1 26154 14296
1 32169 20826
1 9677 15630
1 28651 2599
1 3310 4694
1 4687 30081
1 10117 12250
1 26668 1529
1 26680 7865
1 29422 8406
1 8827 6817
1 7517 27727
1 28667 29088
1 27682 19965
1 1341 5687
1 6022 11663
1 14722 6065
1 29310 20416
1 17903 29874
1 17125 23942
1 32746 31763
1 28424 27532
1 4807 12269
1 9319 5603
1 31908 24308
1 23482 1013
1 21137 26631
1 24115 26810
1 4085 23557
1 12291 21294
1 29997 29153
1 1055 25346
1 14709 249
1 7492 13713
1 5132 30115
1 16440 7959
1 24723 29705
1 6996 1053
1 25270 7480
1 18239 26424
1 27919 10867
1 17660 32499
1 28487 21197
1 7463 26634
1 12159 12023
1 1147 18393
1 13038 3926
1 10648 29459
1 6603 30808
1 4099 27831
1 29293 14601
1 7279 20800
1 18353 20449
1 13883 541
1 28316 4576
1 8763 9568
1 22337 18398
1 31419 19898
1 25829 13852
1 26817 24231
1 4450 16926
1 659 230
1 24521 10941
1 29561 15148
1 25163 1656
1 20676 793
1 22362 31755
1 16399 23147
1 8715 26947
1 21189 19570
1 8639 27664
1 15076 24516
1 11522 476
1 15616 20529
1 13235 12571
1 906 9465
1 19558 28963
1 14162 30525
1 12550 17470
1 331 31924
1 28351 14334
1 22926 10911
1 19738 16337
1 18338 1279
1 12394 7637
1 30715 28165
1 31592 19950
1 19136 2506
1 13338 10005
1 16338 2624
1 28665 9971
1 25609 30569
1 19282 7086
1 9153 18374
1 28653 8195
1 9877 23827
1 28397 7573
1 6250 14641
1 29175 18820
1 944 32612
1 1942 20290
1 8420 5566
1 3806 7586
1 16217 31451
1 1616 2610
1 11065 9167
1 16894 16075
1 13510 30301
1 19696 9574
1 15590 13162
1 31173 17969
1 27359 26032
1 26269 19427
1 28511 10423
1 30775 8780
1 30911 23553
1 4183 25392
1 15496 5765
1 875 1365
1 14903 28256
1 4461 475
1 6973 26822
1 26123 25548
1 21578 9790
1 25606 30196
1 27595 7951
1 16344 755
1 2482 1013
1 11673 23440
1 13429 5913
1 9763 5968
1 24409 4416
1 1909 17224
1 11760 26435
1 5205 29487
1 4320 959
1 5946 26807
1 8167 18701
1 11368 17693
1 21788 28533
1 30557 30975
1 3448 5022
1 18284 26223
1 29332 2377
1 28584 26949
1 12724 17983
1 22019 14777
1 9221 31112
1 32183 23857
1 19491 8926
1 4325 6487
1 19678 15970
1 11644 7535
1 15678 22669
1 31069 21992
1 32197 7784
1 16829 7728
1 29427 15872
1 10698 17613
1 18704 11028
1 11409 5546
1 9509 7186
1 30239 24238
1 26444 21314
1 22502 8851
1 25129 2112
1 23651 28150
1 11193 1455
1 15870 682
1 27466 20268
1 17714 19794
1 18635 25473
1 20973 22831
1 24902 28443
1 5178 13878
1 25771 703
1 14365 1382
1 16591 8824
1 2238 8024
1 32180 16596
1 20170 2328
1 12043 31311
1 28183 11059
1 7927 9488
1 1671 32529
1 5652 2259
1 7214 9861
1 25784 21287
1 2743 8611
1 4473 7129
1 18435 5842
1 20719 3504
1 14868 24866
1 10939 1882
1 9258 22751
1 28615 18599
1 28459 2662
1 26064 32757
1 20808 20279
1 19490 19436
1 6366 32076
1 7587 1387
1 7834 8361
1 13331 26049
1 8929 29493
1 12434 23841
1 6767 1736
1 19811 11600
1 11838 21893
1 31983 7329
1 29353 11370
1 31245 21795
1 6609 9253
1 11648 17433
1 9536 7209
1 3265 3498
1 23244 27650
1 22016 26842
1 190 16101
1 19813 30649
1 9524 19852
1 24475 28634
1 29892 27201
1 19855 9991
1 25698 4920
1 17781 22579
1 12932 32545
1 3341 13488
1 900 22526
1 8484 5539
1 7493 6194
1 28253 25012
1 1561 15835
1 1841 31498
1 2786 18530
1 31541 18806
1 28792 13393
1 13211 13550
1 21579 26980
1 30972 9278
1 74 20194
1 1621 21498
1 13827 31277
1 19791 6583
1 13579 11160
1 20419 26490
1 160 3450
1 12925 9073
1 10381 27009
1 27968 10209
1 6478 18504
1 15371 32608
1 14197 12075
1 13723 12612
1 19020 28762
1 11057 12891
1 31164 16684
1 13717 19933
1 25453 2742
1 4955 6814
1 2863 10397
1 15461 20616
1 10905 2600
1 20137 4681
1 9199 27033
1 14388 32585
1 7241 3518
1 17007 8671
1 242 18883
1 25250 3524
1 31759 12106
1 29622 17096
1 7297 9917
1 15679 10179
1 13580 25059
1 27578 12751
1 14008 23730
1 24082 2996
1 2679 24677
1 27754 20900
1 11785 15566
1 3094 13609
1 6173 11244
1 29930 7515
1 10169 5056
1 11192 5974
1 8923 6749
1 5652 10987
1 2145 16447
1 31578 26518
1 14630 29917
1 5875 15792
1 15470 22913
1 8147 30694
1 9092 9816
1 26950 26858
1 20641 26053
1 237 8552
1 9488 31227
1 28163 16956
1 23184 8395
1 30181 16098
1 3066 27066
1 2514 9262
1 12579 21079
1 16879 14141
1 4612 31948
1 2446 171
1 29976 13490
1 24751 6150
1 3334 13866
1 22215 17283
1 27008 27433
1 8897 16368
1 28523 4883
1 31811 17642
1 7232 2188
1 6706 6480
1 6322 6539
1 31352 19448
1 24209 9647
1 22277 25760
1 30190 30423
1 27667 8487
1 3456 2029
1 29615 4861
1 29254 11778
1 31349 12504
1 10862 22432
1 29083 12456
1 14198 22107
1 8753 15822
1 17297 26282
1 26022 24456
1 15948 27125
1 18319 9136
1 11377 1775
1 29860 24999
1 12075 9254
1 6923 10636
1 1644 28889
1 8154 13233
1 4748 28681
1 19927 25679
1 6451 14802
1 24962 14200
1 20856 26364
1 5717 10574
1 31562 23246
1 6474 28275
1 1551 24354
1 1182 4288
1 2700 18111
1 18644 17466
1 7173 2530
1 9982 2113
1 13477 4382
1 8248 26891
1 16672 8806
1 32373 30033
1 3990 9321
1 23166 15432
1 9659 11294
1 17207 26579
1 16949 2207
1 27172 18167
1 3397 16698
1 31021 23695
1 15530 14789
1 30110 17985
1 11970 28979
1 21618 4016
1 16627 3685
1 9169 17907
1 25929 12098
1 28119 24391
1 15200 11786
1 14487 19200
1 12421 20711
1 18272 15814
1 27416 6086
1 319 3581
1 1332 7268
1 8388 13445
1 23187 14508
1 4361 17828
1 28075 26432
1 7153 30272
1 10269 4694
1 19886 338
1 31312 17605
1 12678 407
1 7769 29023
1 19414 5001
1 543 17538
1 30039 21389
1 7356 13290
1 31648 3182
1 13094 16585
1 10988 10762
1 20494 8218
1 9502 17483
1 29448 15666
1 10754 22105
1 15085 19096
1 13526 30222
1 3965 21782
1 4873 8107
1 3657 3344
1 22594 27081
1 16081 14869
1 21412 13714
1 20969 3252
1 27217 12080
1 28769 17041
1 31532 12934
1 23780 20664
1 12260 26654
1 27937 2096
1 24366 11875
1 7721 26836
1 25681 8977
1 18456 5726
1 4072 24809
1 13560 9157
1 5603 17833
1 7906 10441
1 7376 21563
1 22886 21963
1 21081 1837
1 10798 31203
1 10509 10081
1 5341 12077
1 9059 31494
1 7741 8547
1 20475 24774
1 19098 8881
1 23336 11073
1 23401 708
1 22956 20667
1 4142 23589
1 12482 17169
1 28316 19397
1 16226 1010
1 22013 18137
1 11456 18763
1 25044 743
1 22 17923
1 24513 9249
1 26019 27369
1 23718 9715
1 17651 13291
1 3336 12760
1 3170 21896
1 5304 22641
1 21980 24200
1 29106 24792
1 18662 8682
1 3653 8754
1 24034 32030
1 15988 7043
1 26254 20084
1 11421 15815
1 32719 12245
1 31064 7230
1 20653 18865
1 4770 30471
1 15006 21048
1 1595 21488
1 24327 3277
1 21324 6541
1 7680 23991
1 32589 24711
1 29272 17946
1 29222 28471
1 20184 23590
1 23956 4979
1 24780 5007
1 13263 20136
1 23488 27197
1 29034 2089
1 12936 19780
1 15994 14791
1 24963 18966
1 11002 19106
1 11808 24568
1 2670 3135
1 32672 1458
1 12999 3546
1 13598 14219
1 8839 14845
1 7373 8564
1 21029 29265
1 28802 14724
1 13491 7605
1 31602 24228
1 11198 23693
1 19772 20364
1 29302 22364
1 7722 3566
1 17422 23446
1 18611 496
1 16742 15023
1 31813 29152
1 23016 8056
1 3394 8739
1 15280 19883
1 1609 12655
1 3823 32708
1 24246 1339
1 145 22291
1 31340 23155
1 24605 4624
1 22226 20079
1 21725 31982
1 2331 29734
1 28224 20595
1 29131 18847
1 4988 29446
1 18806 8617
1 5751 20490
1 27339 21964
1 28136 14698
1 32210 21631
1 23225 1909
1 26738 24475
1 31921 27373
1 10294 3856
1 6735 9562
1 31057 27607
1 8185 7076
1 28383 14120
1 6742 30433
1 24685 12780
1 12280 18284
1 20668 30837
1 24126 24119
1 12738 18029
1 32120 20578
1 10738 14092
1 20557 22796
1 16061 21902
1 8794 3433
1 2137 4581
1 14876 5908
1 21185 28075
1 8720 26791
1 20477 30042
1 3352 8330
1 16291 22975
1 23073 3592
1 12190 15788
1 31491 3240
1 14894 3054
1 17064 10682
1 25904 27006
1 24177 18480
1 1696 6140
1 32469 13999
1 21084 23640
1 29516 27622
1 29994 15827
1 15723 23839
1 24829 12582
1 24400 8979
1 11892 1024
1 26944 24835
1 14244 7350
1 2703 8708
1 20503 25142
1 10688 8347
1 15892 24638
1 18414 11401
1 22817 31691
1 13163 8936
1 29127 19411
1 19878 11383
1 26261 27190
1 26706 13875
1 2664 20723
1 32196 22567
1 16361 6039
1 18589 7812
1 28246 9468
1 32426 26868
1 13190 10543
1 13064 21548
1 30503 29618
1 9100 25024
1 17227 31204
1 30049 21052
1 1571 8637
1 9459 25968
1 8457 9406
1 11532 29963
1 26820 7976
1 10557 7532
1 31496 8045
1 30592 26804
1 3389 18916
1 7451 12320
1 6273 25792
1 29384 10134
1 1776 24643
1 23570 18301
1 17955 12079
1 3586 2258
1 25334 894
1 10491 10104
1 4751 17234
1 10723 24272
1 19612 18991
1 30339 21642
1 23259 19048
1 2353 9659
1 480 25303
1 32684 18991
1 10003 15569
1 4423 16896
1 6136 18009
1 12362 16743
1 22195 23700
1 23189 20179
1 4043 31358
1 23942 1848
1 7470 16346
1 4381 31914
1 14965 25711
1 20062 25386
1 20074 27505
1 9463 32704
1 28103 11070
1 5155 3530
1 31553 32075
1 19150 3731
1 2245 10845
1 13050 14119
1 24066 26364
1 19553 28774
1 18471 29732
1 6748 7512
1 5870 14399
1 10499 7104
1 27353 25680
1 28054 13044
1 14523 31089
1 1564 25835
1 9851 17023
1 7241 21912
1 9493 5652
1 28581 15478
1 27617 29877
1 19179 5221
1 14616 22349
1 26799 32180
1 31636 16858
1 2884 1663
1 18903 28263
1 19421 19771
1 19023 9274
1 25842 12687
1 28889 3918
1 31718 1893
1 13699 11268
1 11750 66
1 10390 6933
1 25620 16082
1 2004 29131
1 13029 18632
1 14590 23153
1 18631 19173
1 19865 6408
1 12296 25429
1 29682 18491
1 26611 26178
1 31072 25237
1 6460 20644
1 16841 27634
1 27038 23894
1 22631 20275
1 12994 28783
1 32204 17462
1 8291 19663
1 22308 20998
1 31152 18424
1 8891 16718
1 6641 28704
1 5567 4884
1 23662 22660
1 18246 20387
1 32652 32766
1 19602 16841
1 17210 1498
1 27284 29251
1 18059 8422
1 176 30582
1 26788 3272
1 4288 28000
1 12505 24980
1 2139 10701
1 531 2462
1 12119 206
1 7541 18829
1 24460 11623
1 14399 3761
1 27099 12936
1 10482 30615
1 19568 18494
1 28597 19162
1 7747 10539
1 7671 20539
1 21477 21556
1 24918 16372
1 16761 5753
1 13759 15434
1 32256 29066
1 727 2402
1 3035 12760
1 10394 30549
1 27274 18793
1 16194 12934
1 30138 17104
1 3691 28212
1 13695 24669
1 32628 7499
1 990 15249
1 3880 11648
1 11150 30932
1 670 30876
1 25599 25450
1 25437 24600
1 20124 1444
1 1732 18155
1 22862 4435
1 9386 23968
1 10817 11394
1 16705 29867
1 30954 30309
1 28224 18685
1 30793 22668
1 10049 32470
1 13931 30812
1 19815 16091
1 5428 23744
1 1605 10600
1 16475 7196
1 507 5159
1 17590 9859
1 27810 17890
1 11448 41
1 3819 9365
1 17976 27
1 25090 2504
1 30067 26413
1 6841 12571
1 14677 25396
1 28642 29987
1 17652 21110
1 8188 20084
1 21086 23391
1 31251 18687
1 4756 11382
1 28129 25503
1 24278 30863
1 26425 3566
1 3873 833
1 30886 14429
1 6647 20890
1 6479 10884
1 24926 21266
1 31261 5046
1 20779 5822
1 13856 2521
1 12928 24774
1 25135 27252
1 22676 13337
1 16335 21002
1 2738 9311
1 5975 7591
1 20357 1072
1 32081 10936
1 32146 17283
1 1826 18719
1 13574 4713
1 13038 4999
1 9906 7163
1 1718 8693
1 19540 28048
1 10947 19104
1 30232 24116
1 840 25859
1 20830 2646
1 3395 17200
1 19646 14273
1 676 21863
1 32073 13774
1 2481 11239
1 26898 3543
1 29609 19204
1 23278 6126
1 20135 1402
1 9079 18383
1 20170 20737
1 27479 17940
1 21139 18722
1 31427 10664
1 1678 21576
1 6725 25982
1 27701 7962
1 28863 16003
1 18449 25096
1 685 24017
1 15138 9508
1 13994 21285
1 2945 30260
1 822 7059
1 24644 17669
1 10678 120
1 29858 23042
1 8892 25265
1 1624 6916
1 8073 17930
1 842 4716
1 17616 12537
1 14958 27760
1 701 13453
1 5094 24242
1 11830 12449
1 5228 11799
1 16225 10325
1 12275 18134
1 22886 15039
1 12171 6863
1 32630 5085
1 11910 14879
1 6924 27086
1 29401 23025
1 14194 23106
1 9413 15766
1 5768 15408
1 10678 13785
1 705 14791
1 9835 10892
1 622 18086
1 27735 25191
1 20543 17999
1 22087 32019
1 15622 30425
1 22598 21377
1 24255 29670
1 18109 12928
1 12494 26069
1 6367 9103
1 2439 12601
1 10820 14319
1 2291 14985
1 16340 2557
1 25809 4633
1 21479 26815
1 13788 7240
1 28075 25021
1 10828 2555
1 1989 7442
1 16799 13643
1 19003 16322
1 30105 13947
1 7057 18510
1 29834 17709
1 19762 6534
1 20687 14805
1 26386 10143
1 18843 17261
1 22162 31621
1 4344 9579
1 1188 114
1 13064 4592
1 5935 20416
1 657 29762
1 25013 28412
1 11960 16252
1 18739 13371
1 26125 5508
1 8008 17585
1 10952 23102
1 14490 24959
1 15442 1791
1 17014 30413
1 14856 21061
1 7094 8473
1 25403 32677
1 13544 7374
1 6267 27652
1 15276 21529
1 533 10762
1 5470 32504
1 32730 17108
1 27893 2452
1 17954 28393
1 22571 13520
1 19473 23408
1 22495 9506
1 28441 20384
1 14263 21410
1 28608 18039
1 4361 5472
1 11172 20655
1 29948 11515
1 14524 21230
1 490 6767
1 17888 29757
1 26633 7471
1 25740 20667
1 8523 7284
1 8161 17554
1 24706 27092
1 1260 25387
1 31688 4630
1 43 28318
1 22046 12357
1 13389 25453
1 3155 30467
1 11834 27761
1 26920 25632
1 6739 21268
1 25777 21099
1 24315 16321
1 13054 24008
1 16470 24217
1 9723 19843
1 29008 15464
1 26261 30948
1 13794 28631
1 18718 23044
1 31377 25315
1 16627 17118
1 1335 20621
1 14172 26793
1 8965 19155
1 18867 14694
1 30665 23776
1 13001 12213
1 21101 7552
1 25477 6380
1 10944 17878
1 3790 362
1 11386 8273
1 11435 15145
1 29562 25564
1 14505 12947
1 23889 20309
1 12158 1431
1 5124 6465
1 4075 4347
1 13838 1982
1 25319 26612
1 16293 17592
1 3833 27124
1 6462 16992
1 31462 27331
1 28499 17370
1 17292 8401
1 14180 24118
1 2318 19915
1 1596 1442
1 5937 21868
1 7029 31454
1 27910 13974
1 17982 11504
1 26570 6817
1 1884 25368
1 5386 28403
1 5231 17158
1 28682 15568
1 8311 1867
1 3688 13172
1 3478 31246
1 32765 6239
1 27672 2048
1 26116 4593
1 27312 32658
1 1406 54
1 7172 20581
1 22741 22531
1 13676 24321
1 25791 13378
1 10999 16587
1 21605 4490
1 19632 29745
1 8389 26611
1 18719 26920
1 18260 5928
1 14610 28120
1 21480 22717
1 6301 21397
1 16854 11459
1 20831 24594
1 30807 29850
1 14855 24273
1 26161 12295
1 12055 26334
1 147 4230
1 10472 10429
1 10560 22242
1 29422 22689
1 16367 12034
1 26686 2271
1 25330 32262
1 22861 2209
1 8983 22163
1 32507 6879
1 11980 1898
1 7888 6539
1 14470 30784
1 17541 22796
1 7267 18634
1 13510 24558
1 2318 26135
1 32054 18136
1 12259 2594
1 17844 21694
1 16467 22952
1 18141 11095
1 12938 5175
1 2513 6098
1 9552 2696
1 21818 23493
1 21293 20238
1 27531 614
1 25297 21711
1 32390 5629
1 5810 28787
1 31745 18841
1 8183 28570
1 6121 27394
1 6293 14963
1 14215 12528
1 26808 13195
1 8706 14714
1 7012 18914
1 6694 19665
1 26204 28996
1 17763 14382
1 26947 29910
1 1049 21769
1 26625 22512
1 7955 4236
1 1128 14634
1 28241 1863
1 15128 27578
1 23818 2341
1 10143 15101
1 28401 6559
1 21477 3155
1 10936 16431
1 5832 21296
1 3538 15624
1 17923 2928
1 28030 30212
1 16212 11755
1 26881 12254
1 3294 21322
1 20786 26529
1 10444 31001
1 10556 24672
1 9271 7453
1 9376 14632
1 13641 8935
1 18041 7987
1 28835 14249
1 1540 28766
1 12797 10313
1 7263 25053
1 30732 23988
1 24465 32558
1 14249 29557
1 20171 5451
1 27183 7302
1 13294 24100
1 23333 19045
1 32332 76
1 31005 19051
1 15027 14067
1 11739 19802
1 19624 13844
1 442 3381
1 19696 7919
1 3660 1364
1 12629 6330
1 1089 28855
1 8614 24980
1 18570 667
1 7680 27578
1 27838 3403
1 23116 23293
1 1724 2873
1 29449 30324
1 11154 15949
1 24396 25198
1 4509 22909
1 17412 13994
1 7666 26782
1 3203 17611
1 24829 27257
1 27706 8966
1 18024 20770
1 11716 20254
1 31806 23685
1 29479 32146
1 21841 834
1 19286 26901
1 10969 23995
1 16634 13886
1 349 18282
1 18033 16257
1 29911 10873
1 8983 23902
1 12307 10636
1 17861 32472
1 29528 7138
1 8344 9769
1 28234 3996
1 29172 7604
1 28943 18012
1 7880 31035
1 14513 24594
1 531 14162
1 23235 10259
1 21927 5907
1 5192 14444
1 6189 30228
1 32720 26485
1 5225 19094
1 30436 13225
1 28095 3583
1 8868 8628
1 22006 11147
1 32687 16590
1 20541 18238
1 22851 18760
1 9579 28957
1 32678 2404
1 28043 6301
1 15812 5226
1 21144 21596
1 21017 26616
1 28805 21007
1 28369 31642
1 30336 699
1 1326 28314
1 28024 22313
1 24619 18458
1 18397 8340
1 21087 32095
1 7847 27044
1 31523 12912
1 16281 23456
1 26359 26848
1 28871 991
1 3874 4328
1 3414 3455
1 31897 12473
1 24451 17242
1 4642 5647
1 23526 28214
1 16825 17930
1 8696 25404
1 12595 7994
1 26068 22188
1 4641 25080
1 10042 18126
1 12535 4861
1 23001 4908
1 32622 27693
1 25294 5118
1 7718 20404
1 3944 17894
1 10640 29012
1 26926 24029
1 19979 10749
1 2851 22893
1 26445 10655
1 23624 24354
1 12037 31548
1 21347 827
1 16062 3905
1 10239 17572
1 26887 16406
1 5300 22057
1 11729 1268
1 3752 2020
1 19992 18167
1 5718 25847
1 17094 3188
1 1422 22913
1 6868 28300
1 32445 29898
1 1202 3329
1 24943 7105
1 1769 29769
1 26642 16297
1 11263 10721
1 21245 27919
1 9626 21220
1 17585 18175
1 10985 10460
1 13150 17015
1 5696 12504
1 5033 13852
1 1538 26815
1 8364 4652
1 1220 24291
1 25918 21684
1 31919 26585
1 27253 3587
1 31270 26249
1 12138 2398
1 425 23169
1 20028 28149
1 31994 10383
1 29272 27670
1 894 20878
1 1015 19105
1 485 2944
1 11496 26812
1 1294 28893
1 6799 1991
1 11300 14891
1 8494 29075
1 1550 13775
1 9315 20174
1 24070 29219
1 26866 16834
1 15239 19912
1 13253 6464
1 6509 25150
1 23089 12246
1 6232 31921
1 10107 19272
1 12369 6422
1 15259 4158
1 9648 4983
1 18239 24123
1 17724 907
1 18707 10190
1 11157 30346
1 12352 6924
1 7119 31551
1 2098 11837
1 10592 13407
1 4511 25814
1 14652 25881
1 27845 24744
1 7742 11246
1 14579 4950
1 21706 24515
1 19786 9228
1 8625 17205
1 28357 23918
1 6228 556
1 10103 14287
1 19469 11699
1 8980 21412
1 12490 10759
1 13491 30776
1 28411 17133
1 27090 27297
1 11951 23113
1 20123 12530
1 7673 25837
